,Unnamed: 0,totalprice,unitprice,shoufu,structure,jianzhumianji,shiyongmianji,shijianratio,year,totalfloor,louceng,chaoxiang,zhuangxiu,zhuzhiaweizhi,dis,y1,y2,c1,c2,x1,x2,sqjuli,fsqjuli
2492,2492,968.0,57968.0,290,"[u'4', u'2', u'1', u'2']",166.0,166.0,1.0,2007,38,2,None,4,"(24.46426, 118.07817)",思明区,17.0,41.0,31.0,13.0,13.0,27.0,"[1207.5174562147993, 3608.4691019696174, 6387.990154571391, 5293.744123640677, 6548.128976719374, 10914.055147131092, 8329.561541922032, 4687.368415656395, 3276.8523491701108, 3208.1300503888533, 3208.1300503888533, 12236.417353144243, 5022.826644173345, 17730.949315874204, 27050.48464918646, 5408.567120068704]","[1354.0030396911102, 3343.0386475021005, 11864.108539830384, 12186.594501662072, 6104.570567838175]"
2493,2493,306.0,33925.0,91,"[u'3', u'2', u'1', u'1']",90.0,89.0,0.9888888888888889,2014,41,3,5,3,"(24.56191, 118.06328)",集美区,29.0,70.0,14.0,14.0,25.0,10.0,"[12123.903033856026, 11583.649911546197, 9327.81794256907, 7513.316416085476, 10138.31556623392, 13045.341673382087, 13747.86566942647, 11079.475882761119, 14156.810866875001, 11712.827227440941, 11712.827227440941, 3301.7249551144723, 9595.719561880162, 16465.29845904192, 16968.14471602522, 8721.630744661563]","[9889.21021549434, 8587.00267362043, 12533.884196251462, 15455.996609540709, 9603.011867972747]"
2494,2494,737.0,48481.0,221,"[u'3', u'2', u'1', u'2']",152.0,151.0,0.993421052631579,2013,40,1,None,1,"(24.47903, 118.13558)",思明区,30.0,121.0,40.0,21.0,69.0,33.0,"[6427.172276697629, 2548.4915020658837, 2586.2915594291894, 9849.25301628373, 1900.3444955502096, 5027.246386108025, 2483.620851867938, 1380.0602135429544, 6745.888491188926, 3034.417841098101, 3034.417841098101, 11352.652188943866, 10522.124706339455, 12081.476745394299, 25059.022777175876, 10561.982633593117]","[5162.557863645987, 4271.947569590302, 6257.712040099021, 6145.285984835033, 2221.91084083717]"
2495,2495,950.0,43182.0,285,"[u'4', u'2', u'1', u'2']",220.0,219.0,0.9954545454545455,2003,17,3,None,5,"(24.4788, 118.13979)",思明区,27.0,119.0,38.0,20.0,65.0,32.0,"[6802.019188836823, 2919.4721893389524, 2784.9228453529154, 10272.285310634852, 2034.851385978405, 4700.793615669071, 2061.472218520922, 1802.4873547971144, 7038.427819942673, 3397.4741279847585, 3397.4741279847585, 11544.303664149302, 10949.209334857727, 11780.787751703449, 25109.42433883304, 10989.169278853398]","[5585.68995630342, 4689.088824000253, 5990.787497137681, 5735.625254399805, 2452.71292194196]"
2496,2496,880.0,40008.0,264,"[u'4', u'2', u'1', u'2']",219.0,219.0,1.0,2001,17,3,6,4,"(24.4788, 118.13979)",思明区,27.0,119.0,38.0,20.0,65.0,32.0,"[6802.019188836823, 2919.4721893389524, 2784.9228453529154, 10272.285310634852, 2034.851385978405, 4700.793615669071, 2061.472218520922, 1802.4873547971144, 7038.427819942673, 3397.4741279847585, 3397.4741279847585, 11544.303664149302, 10949.209334857727, 11780.787751703449, 25109.42433883304, 10989.169278853398]","[5585.68995630342, 4689.088824000253, 5990.787497137681, 5735.625254399805, 2452.71292194196]"
2497,2497,215.0,47253.0,64,"[u'1', u'1', u'1', u'1']",45.0,44.0,0.9777777777777777,2001,11,1,4,4,"(24.4788, 118.13979)",思明区,27.0,119.0,38.0,20.0,65.0,32.0,"[6802.019188836823, 2919.4721893389524, 2784.9228453529154, 10272.285310634852, 2034.851385978405, 4700.793615669071, 2061.472218520922, 1802.4873547971144, 7038.427819942673, 3397.4741279847585, 3397.4741279847585, 11544.303664149302, 10949.209334857727, 11780.787751703449, 25109.42433883304, 10989.169278853398]","[5585.68995630342, 4689.088824000253, 5990.787497137681, 5735.625254399805, 2452.71292194196]"
2498,2498,195.0,20968.0,58,"[u'3', u'2', u'1', u'1']",93.0,92.0,0.989247311827957,2012,24,2,None,4,"(24.619705, 118.128598)",同安区,13.0,27.0,8.0,8.0,16.0,16.0,"[19104.8480604478, 16875.186128915644, 13155.331564260821, 16226.650311096651, 13710.798528329791, 13566.904496618263, 16389.225996486784, 15757.677706743301, 20735.272283686827, 17229.477353216196, 17229.477353216196, 6218.340953876677, 18301.40282934416, 12421.201164687958, 9461.408293267787, 17518.095086721067]","[16646.791638940766, 14748.979254887077, 12137.631650688789, 15737.417937569777, 13565.699619046678]"
2499,2499,442.0,22100.0,132,"[u'4', u'2', u'1', u'2']",200.0,199.0,0.995,2010,30,3,None,4,"(24.561787, 118.058606)",集美区,42.0,80.0,12.0,12.0,26.0,11.0,"[12180.662028879393, 11787.551848096336, 9651.143371167518, 7368.383592126085, 10462.90769108836, 13455.991082053837, 14078.658857776005, 11329.945914066066, 14236.012684918573, 11899.121289972707, 11899.121289972707, 3745.038296008399, 9435.720634746762, 16936.55583342976, 17155.582756752425, 8547.445219453037]","[9991.493645304483, 8764.095446137218, 12970.0030385596, 15859.311961203555, 9914.976503137459]"
2500,2500,528.0,39112.0,158,"[u'3', u'2', u'1', u'2']",135.0,134.0,0.9925925925925926,2002,10,1,None,5,"(24.4718, 118.1203)",思明区,23.0,76.0,48.0,21.0,76.0,23.0,"[4683.843779688847, 806.2803391556512, 3295.144426445378, 8570.237538759044, 2957.727589962052, 6758.814416937194, 3992.1014556514283, 663.5517420956681, 5108.387511116488, 1297.014191301819, 1297.014191301819, 11637.36568986947, 9020.84373026272, 13780.995673908994, 25830.017661905236, 9151.05460394606]","[3608.517757283332, 3252.3038845919045, 7926.288303145917, 7844.438885808916, 2886.211396755321]"
2501,2501,885.0,56976.0,265,"[u'4', u'2', u'1', u'2']",155.0,155.0,1.0,2005,28,2,8,3,"(24.4802, 118.10875)",思明区,18.0,93.0,44.0,26.0,70.0,30.0,"[4254.4788177180835, 1437.6741783610566, 2937.044675624451, 7174.44085338866, 2989.7877763886395, 7367.414747770904, 5190.588157222059, 1380.3475926574997, 5299.020040298318, 1674.8306510262762, 1674.8306510262762, 10496.570455992172, 7801.488723684015, 14169.797680873005, 24940.804623954173, 7844.26961923432]","[2493.5076736605142, 1756.7710099456401, 8298.651503316385, 8800.468616632712, 2602.1161782739305]"
2502,2502,440.0,22000.0,132,"[u'4', u'2', u'1', u'2']",200.0,199.0,0.995,2008,30,3,None,4,"(24.561787, 118.058606)",集美区,42.0,80.0,12.0,12.0,26.0,11.0,"[12180.662028879393, 11787.551848096336, 9651.143371167518, 7368.383592126085, 10462.90769108836, 13455.991082053837, 14078.658857776005, 11329.945914066066, 14236.012684918573, 11899.121289972707, 11899.121289972707, 3745.038296008399, 9435.720634746762, 16936.55583342976, 17155.582756752425, 8547.445219453037]","[9991.493645304483, 8764.095446137218, 12970.0030385596, 15859.311961203555, 9914.976503137459]"
2503,2503,112.0,12445.0,33,"[u'3', u'2', u'1', u'2']",90.0,89.0,0.9888888888888889,2016,9,2,None,3,"(24.47951, 118.08948)",思明区,12.0,61.0,36.0,20.0,64.0,25.0,"[3094.075261388614, 2752.328086936015, 4465.647037488679, 5344.016388437762, 4743.76358266366, 9230.117410827685, 7127.062581947364, 3309.6838123000052, 4802.013329909662, 2605.299912222909, 2605.299912222909, 10459.514245575034, 5848.6053081040845, 15872.972386439194, 25206.53550362496, 5921.709256058207]","[697.794001440726, 1308.9318906967349, 10041.996477782057, 10747.461781664588, 4227.763646447162]"
2504,2504,126.0,11455.0,37,"[u'3', u'2', u'1', u'2']",110.0,109.0,0.990909090909091,2009,32,2,None,3,"(24.47951, 118.08948)",思明区,12.0,61.0,36.0,20.0,64.0,25.0,"[3094.075261388614, 2752.328086936015, 4465.647037488679, 5344.016388437762, 4743.76358266366, 9230.117410827685, 7127.062581947364, 3309.6838123000052, 4802.013329909662, 2605.299912222909, 2605.299912222909, 10459.514245575034, 5848.6053081040845, 15872.972386439194, 25206.53550362496, 5921.709256058207]","[697.794001440726, 1308.9318906967349, 10041.996477782057, 10747.461781664588, 4227.763646447162]"
2505,2505,238.0,40339.0,71,"[u'3', u'2', u'1', u'1']",59.0,58.0,0.9830508474576272,2009,7,1,None,4,"(24.47547, 118.12124)",思明区,26.0,80.0,47.0,20.0,75.0,26.0,"[4957.3549102042925, 1139.8307574569615, 2877.821754564001, 8535.873487932136, 2550.6444191337805, 6462.976672073164, 3887.2463195919395, 247.01384751537688, 5486.027733099408, 1631.526878960698, 1631.526878960698, 11266.506125320342, 9082.964790185146, 13451.550993118257, 25422.621726078363, 9171.130054983152]","[3688.6731795383084, 3096.5033194572306, 7585.954410291233, 7650.316224699377, 2468.73162756164]"
2506,2506,440.0,22000.0,132,"[u'4', u'2', u'1', u'2']",200.0,199.0,0.995,2012,30,3,None,4,"(24.561787, 118.058606)",集美区,42.0,80.0,12.0,12.0,26.0,11.0,"[12180.662028879393, 11787.551848096336, 9651.143371167518, 7368.383592126085, 10462.90769108836, 13455.991082053837, 14078.658857776005, 11329.945914066066, 14236.012684918573, 11899.121289972707, 11899.121289972707, 3745.038296008399, 9435.720634746762, 16936.55583342976, 17155.582756752425, 8547.445219453037]","[9991.493645304483, 8764.095446137218, 12970.0030385596, 15859.311961203555, 9914.976503137459]"
2507,2507,442.0,22064.0,132,"[u'4', u'2', u'1', u'2']",200.0,199.0,0.995,2012,30,3,None,4,"(24.561787, 118.058606)",集美区,42.0,80.0,12.0,12.0,26.0,11.0,"[12180.662028879393, 11787.551848096336, 9651.143371167518, 7368.383592126085, 10462.90769108836, 13455.991082053837, 14078.658857776005, 11329.945914066066, 14236.012684918573, 11899.121289972707, 11899.121289972707, 3745.038296008399, 9435.720634746762, 16936.55583342976, 17155.582756752425, 8547.445219453037]","[9991.493645304483, 8764.095446137218, 12970.0030385596, 15859.311961203555, 9914.976503137459]"
2508,2508,235.0,33572.0,70,"[u'2', u'1', u'1', u'1']",70.0,69.0,0.9857142857142858,1997,7,3,None,3,"(24.49486, 118.13874)",湖里区,52.0,158.0,37.0,21.0,13.0,39.0,"[7625.0717887768005, 3923.7008283596256, 1386.3840829813657, 9961.254537246015, 626.6352100281729, 3956.6825030305495, 3090.978912348482, 2554.694051162213, 8270.434260688562, 4411.933959800848, 4411.933959800848, 9897.912577722154, 10961.740186780351, 10743.5843192475, 23327.40320365683, 10850.714781207047]","[5894.659427403682, 4443.627930513941, 4866.0719915632135, 5691.040424431398, 1277.4745902950801]"
2509,2509,370.0,49137.0,111,"[u'2', u'2', u'1', u'1']",75.0,74.0,0.9866666666666667,2000,12,2,5,3,"(24.49139, 118.13189)",思明区,40.0,143.0,43.0,20.0,14.0,38.0,"[6840.266747250363, 3191.8117188320457, 1178.3529629658547, 9286.802686362906, 514.680118100882, 4735.457179400875, 3373.6067685756852, 1826.5161220925177, 7545.340976097741, 3672.5853270294274, 3672.5853270294274, 9945.421104664376, 10222.045006928138, 11532.761965019801, 23674.91479545294, 10139.012944156666]","[5107.654395034849, 3720.711996858189, 5656.115681720288, 6370.646416915899, 854.3032941309908]"
2510,2510,418.0,41387.0,125,"[u'3', u'2', u'1', u'2']",101.0,100.0,0.9900990099009901,2001,7,2,None,3,"(24.49538, 118.14804)",湖里区,53.0,154.0,32.0,19.0,14.0,35.0,"[8428.288161829809, 4631.28644692828, 2240.4436915059036, 10902.217466096028, 1558.2812627361584, 3045.4673438534405, 2593.2964984391274, 3290.4192322250697, 8926.487885039078, 5125.252813164705, 5125.252813164705, 10322.872758804298, 11902.835628619534, 9952.84537233757, 23352.627548569086, 11795.106147689794]","[6796.458818103532, 5386.725391366041, 4088.8948008538673, 4756.654642408925, 2202.1318094355165]"
2511,2511,465.0,35770.0,139,"[u'3', u'2', u'1', u'3']",130.0,129.0,0.9923076923076923,2000,7,3,None,3,"(24.49352, 118.13971)",湖里区,49.0,157.0,35.0,21.0,13.0,39.0,"[7616.183286644917, 3878.908355465506, 1546.6676137147638, 10064.766745391797, 762.8759251746544, 3909.229882003381, 2915.571406976318, 2514.393948284119, 8216.317997170074, 4369.861503078669, 4369.861503078669, 10075.084600519618, 11038.245555380785, 10750.395514686803, 23482.290918440798, 10940.476782992573]","[5932.521391658935, 4526.4614074294595, 4873.36068608101, 5584.068403855915, 1409.958989841696]"
2512,2512,408.0,42500.0,122,"[u'3', u'2', u'1', u'1']",96.0,95.0,0.9895833333333334,1994,7,2,6,5,"(24.49171, 118.12122)",思明区,33.0,136.0,42.0,18.0,10.0,35.0,"[6049.625298615004, 2741.6181025658507, 1168.8561783195416, 8205.61530445388, 1254.1818892612307, 5760.311879958824, 4330.677819429637, 1568.533151962958, 6998.4351510383585, 3165.625365103981, 3165.625365103981, 9536.312679771285, 9154.225269026269, 12417.31955715156, 23623.869405094276, 9059.31178577628]","[4132.363023459435, 2642.4532006143054, 6563.577405333173, 7452.370361914092, 808.2613328744376]"
2513,2513,368.0,42299.0,110,"[u'3', u'2', u'1', u'1']",87.0,86.0,0.9885057471264368,1994,7,2,None,4,"(24.48993, 118.13312)",思明区,42.0,142.0,10.0,20.0,12.0,38.0,"[6842.037572443227, 3139.245495013627, 1378.9835957492623, 9423.96006363411, 671.6127806635681, 4673.685684938715, 3180.8030476187496, 1769.5319066651302, 7489.845524525042, 3625.822439893115, 3625.822439893115, 10143.348639101807, 10327.768370144731, 11524.523265436921, 23841.455227832856, 10260.072168383162]","[5169.72138644713, 3842.7112211888416, 5646.875463839397, 6247.413607818708, 1058.2858876247476]"
2514,2514,395.0,37620.0,118,"[u'3', u'2', u'1', u'2']",105.0,104.0,0.9904761904761905,1997,7,2,None,4,"(24.49486, 118.13874)",湖里区,52.0,158.0,37.0,21.0,13.0,39.0,"[7625.0717887768005, 3923.7008283596256, 1386.3840829813657, 9961.254537246015, 626.6352100281729, 3956.6825030305495, 3090.978912348482, 2554.694051162213, 8270.434260688562, 4411.933959800848, 4411.933959800848, 9897.912577722154, 10961.740186780351, 10743.5843192475, 23327.40320365683, 10850.714781207047]","[5894.659427403682, 4443.627930513941, 4866.0719915632135, 5691.040424431398, 1277.4745902950801]"
2515,2515,348.0,33143.0,104,"[u'3', u'2', u'1', u'2']",105.0,104.0,0.9904761904761905,1998,7,3,None,2,"(24.49486, 118.13874)",湖里区,52.0,158.0,37.0,21.0,13.0,39.0,"[7625.0717887768005, 3923.7008283596256, 1386.3840829813657, 9961.254537246015, 626.6352100281729, 3956.6825030305495, 3090.978912348482, 2554.694051162213, 8270.434260688562, 4411.933959800848, 4411.933959800848, 9897.912577722154, 10961.740186780351, 10743.5843192475, 23327.40320365683, 10850.714781207047]","[5894.659427403682, 4443.627930513941, 4866.0719915632135, 5691.040424431398, 1277.4745902950801]"
2516,2516,379.0,33840.0,113,"[u'3', u'2', u'1', u'2']",112.0,111.0,0.9910714285714286,2002,7,2,6,3,"(24.47951, 118.08948)",思明区,12.0,61.0,36.0,20.0,64.0,25.0,"[3094.075261388614, 2752.328086936015, 4465.647037488679, 5344.016388437762, 4743.76358266366, 9230.117410827685, 7127.062581947364, 3309.6838123000052, 4802.013329909662, 2605.299912222909, 2605.299912222909, 10459.514245575034, 5848.6053081040845, 15872.972386439194, 25206.53550362496, 5921.709256058207]","[697.794001440726, 1308.9318906967349, 10041.996477782057, 10747.461781664588, 4227.763646447162]"
2517,2517,370.0,38542.0,111,"[u'3', u'2', u'1', u'1']",96.0,95.0,0.9895833333333334,1998,7,3,None,3,"(24.47309, 118.1449)",思明区,18.0,99.0,35.0,17.0,60.0,31.0,"[7056.200040646428, 3230.216894790442, 3590.6501089547505, 10918.785600756091, 2821.8293727546115, 4759.211236277894, 1495.1319169855244, 2367.9734071945372, 7045.913948776937, 3666.5597289024213, 3666.5597289024213, 12335.268219659169, 11493.450245607406, 11856.033209409561, 25779.506659795716, 11581.725858090353]","[6089.682386807124, 5377.8979017422025, 6188.220088856092, 5433.853979758226, 3267.157686737695]"
2518,2518,450.0,35157.0,135,"[u'4', u'2', u'1', u'2']",128.0,127.0,0.9921875,2014,45,3,5,4,"(24.56191, 118.06328)",集美区,29.0,70.0,14.0,14.0,25.0,10.0,"[12123.903033856026, 11583.649911546197, 9327.81794256907, 7513.316416085476, 10138.31556623392, 13045.341673382087, 13747.86566942647, 11079.475882761119, 14156.810866875001, 11712.827227440941, 11712.827227440941, 3301.7249551144723, 9595.719561880162, 16465.29845904192, 16968.14471602522, 8721.630744661563]","[9889.21021549434, 8587.00267362043, 12533.884196251462, 15455.996609540709, 9603.011867972747]"
2519,2519,305.0,32106.0,91,"[u'3', u'2', u'1', u'1']",95.0,94.0,0.9894736842105263,1991,7,2,None,3,"(24.52063, 118.14923)",湖里区,60.0,149.0,25.0,10.0,57.0,19.0,"[10324.084931284722, 6863.201904769373, 3150.2103250931136, 11316.956084284802, 3204.417033321301, 3216.4853305783445, 5218.1511296605995, 5507.47109943436, 11209.72385928241, 7334.289753628796, 7334.289753628796, 8191.230404493102, 12717.222518040653, 8405.783347078948, 20589.36713463653, 12408.928085172209]","[8263.859968038305, 6435.12059027631, 2932.7206822455905, 5651.301409780176, 3472.0813772839333]"
2520,2520,458.0,37852.0,137,"[u'3', u'2', u'1', u'2']",121.0,120.0,0.9917355371900827,2009,7,3,None,2,"(24.46557, 118.11222)",思明区,19.0,55.0,46.0,19.0,66.0,22.0,"[3655.423792114173, 298.1562845127628, 4187.9456659809675, 8078.071909144086, 3955.6928349358873, 7823.143049634998, 4900.690351526227, 1661.8763612399782, 4059.8094185296272, 250.5806728936611, 250.5806728936611, 12152.012474656227, 8313.402153724353, 14851.999605212957, 26541.664286870382, 8531.135343885007]","[2957.672084140696, 3218.0460758586387, 8996.677134540661, 8832.046221456347, 3792.4205524920317]"
2521,2521,308.0,41622.0,92,"[u'3', u'2', u'1', u'1']",74.0,73.0,0.9864864864864865,1998,7,1,None,3,"(24.45826, 118.10281)",思明区,16.0,60.0,36.0,17.0,51.0,30.0,"[2501.825640270704, 1529.8237099816215, 5316.809760430299, 7658.671948723256, 5159.944167616827, 9068.176708682971, 6028.369206071763, 2895.4106489524584, 2854.546594214342, 1038.2281754097507, 1038.2281754097507, 12844.245292396432, 7599.3891715290565, 16103.191100003593, 27405.910631681934, 7933.794025737983]","[2585.407152778724, 3609.9349847074413, 10247.497447387443, 10006.161855941726, 4937.1010376415115]"
2522,2522,338.0,35958.0,101,"[u'3', u'2', u'1', u'1']",94.0,93.0,0.9893617021276596,2009,51,2,None,3,"(24.53417, 117.99314)",海沧区,21.0,40.0,1.0,1.0,11.0,11.0,"[12463.711183913842, 14235.183027503901, 14035.124592220176, 6297.6193782740775, 14760.493898206465, 18817.80757295644, 18117.370318757417, 14492.276782281071, 14522.272555600202, 14082.719055083504, 14082.719055083504, 11043.84587708169, 7146.142954523539, 23599.685325583774, 23051.09816955373, 6397.735646208281]","[11384.271104758905, 11438.21373387281, 18814.792699458616, 20979.4090269907, 14111.427797520299]"
2523,2523,265.0,35763.0,79,"[u'2', u'2', u'0', u'2']",74.0,73.0,0.9864864864864865,1991,5,1,None,3,"(24.45938, 118.07883)",思明区,18.0,44.0,30.0,13.0,13.0,28.0,"[665.7899556623274, 3644.705755026715, 6696.112301912947, 5726.731602169144, 6799.608663874684, 11090.07293948908, 8354.656083523458, 4823.605895167846, 2744.6744921623317, 3203.399037272209, 3203.399037272209, 12765.198383863131, 5297.680471433238, 17973.838237564516, 27572.479771135728, 5752.447592017488]","[1818.2750922038067, 3786.252955098935, 12098.303144333078, 12265.957096015567, 6392.131747579785]"
2524,2524,375.0,38660.0,112,"[u'3', u'2', u'1', u'2']",97.0,96.0,0.9896907216494846,2000,7,3,None,3,"(24.49663, 118.15021)",湖里区,53.0,154.0,33.0,21.0,12.0,36.0,"[8688.120394627997, 4888.322021867803, 2421.5015353816825, 11120.19661698712, 1778.2602258576128, 2791.054611354398, 2630.515704142821, 3549.5272677142457, 9177.685210496922, 5382.3303907946, 5382.3303907946, 10328.012645017603, 12140.54393617188, 9694.364048333175, 23239.84036113545, 12024.02615647927]","[7050.280737458379, 5621.533840425236, 3832.818924591817, 4554.180662580039, 2413.280709554232]"
2525,2525,518.0,38371.0,155,"[u'4', u'2', u'1', u'2']",135.0,134.0,0.9925925925925926,2004,8,1,None,4,"(24.49837, 118.13042)",湖里区,48.0,166.0,40.0,16.0,14.0,35.0,"[7232.771277326684, 3776.5463339983917, 465.86615518707794, 9114.66684016542, 350.0758405992109, 4692.04728850299, 3966.5039311621076, 2454.8178463792046, 8105.055225500212, 4235.716632237578, 4235.716632237578, 9177.799408499428, 10197.821798825838, 11236.802475677858, 22897.076489731833, 10043.606360709922]","[5302.895920897376, 3684.5503210662373, 5396.085215841671, 6568.279955835646, 424.9511822714341]"
