,Unnamed: 0,totalprice,unitprice,shoufu,structure,jianzhumianji,shiyongmianji,shijianratio,year,totalfloor,louceng,chaoxiang,zhuangxiu,zhuzhiaweizhi,dis,y1,y2,c1,c2,x1,x2,sqjuli,fsqjuli
1673,1673,248.0,53914.0,74,"[u'1', u'1', u'1', u'1']",46.0,45.0,0.9782608695652174,2004,28,2,1,4,"(24.47581, 118.11162)",思明区,21.0,81.0,45.0,21.0,70.0,28.0,"[4159.761023088992, 888.6422161944238, 3180.991104947069, 7594.017475047173, 3090.078835366896, 7302.115829531392, 4863.150994758691, 1076.1441762444178, 4986.384927290176, 1199.4617157432713, 1199.4617157432713, 11023.2100959025, 8107.225079924621, 14207.047926833928, 25411.19310197412, 8203.134827299456]","[2714.911233403371, 2296.1804483761744, 8329.362293485647, 8595.33044980694, 2808.431882938222]"
1674,1674,1130.0,64943.0,339,"[u'4', u'2', u'1', u'2']",174.0,173.0,0.9942528735632183,2003,28,3,None,3,"(24.48071, 118.10827)",思明区,17.0,94.0,44.0,26.0,71.0,30.0,"[4259.7609068608035, 1507.4973678159838, 2924.0448564607896, 7112.667022696041, 2997.153451634109, 7391.604030270244, 5246.007750116967, 1440.530569403373, 5332.396293098277, 1734.8822994814805, 1734.8822994814805, 10433.46616943937, 7753.012898879396, 14179.360302692085, 24887.314161101545, 7789.41278903949]","[2460.5910895137927, 1683.5508230203377, 8310.244725337881, 8841.07923475824, 2595.645660034147]"
1675,1675,250.0,46297.0,75,"[u'2', u'1', u'1', u'1']",54.0,53.0,0.9814814814814815,2008,30,3,3,4,"(24.46798, 118.11353)",思明区,22.0,63.0,46.0,21.0,69.0,23.0,"[3882.584290224063, 0, 3891.434466122505, 8086.659302152352, 3658.846653951972, 7564.836335313906, 4722.6403680071035, 1369.7166733018234, 4353.556200666784, 494.02138782170687, 494.02138782170687, 11910.868242147171, 8396.438440315818, 14580.250046418174, 26269.684552798037, 8583.067106861652]","[3004.181432030094, 3074.413894301752, 8719.982021511601, 8623.119402111874, 3495.118386308752]"
1676,1676,410.0,48236.0,123,"[u'3', u'2', u'1', u'1']",85.0,84.0,0.9882352941176471,1996,8,1,None,4,"(24.49246, 118.11685)",思明区,33.0,134.0,42.0,25.0,75.0,36.0,"[5804.235212393728, 2732.3372342217917, 1378.1828535532657, 7757.762020498636, 1651.212223922134, 6169.632647918333, 4766.44813652128, 1731.7857290985123, 6873.637175549634, 3112.583664403559, 3112.583664403559, 9333.341791457715, 8728.285589207404, 12753.460251387995, 23548.690973740253, 8620.405474722265]","[3784.7772683518806, 2208.991289142658, 6919.226675115941, 7896.372721005189, 1104.7368536756505]"
1677,1677,1345.0,70053.0,403,"[u'4', u'2', u'1', u'2']",192.0,191.0,0.9947916666666666,2008,31,1,None,2,"(24.48782, 118.1121)",思明区,23.0,114.0,44.0,25.0,73.0,33.0,"[5100.218392601198, 2202.356124164554, 2081.3819903534863, 7333.95640799994, 2273.410143023847, 6767.17100603935, 5033.7808964158485, 1519.327898866146, 6208.656130764114, 2526.2581685386576, 2526.2581685386576, 9724.390202589624, 8184.357879038924, 13430.518948002094, 24080.076994651008, 8128.846047622354]","[3113.1834570153405, 1730.558849806112, 7581.869724739647, 8384.77644295274, 1787.4236439712092]"
1678,1678,225.0,46875.0,67,"[u'2', u'1', u'1', u'1']",48.0,47.0,0.9791666666666666,2006,32,2,5,4,"(24.49753, 118.12577)",思明区,43.0,150.0,40.0,18.0,13.0,35.0,"[6831.934227109885, 3500.387925140632, 392.6713743245752, 8642.721573946614, 721.1157699376993, 5172.213483077152, 4272.837851366712, 2242.6301406492075, 7785.610288024432, 3939.0447505378083, 3939.0447505378083, 9080.67282253893, 9717.420766933035, 11689.464444607644, 22979.875970065506, 9565.117005911594]","[4849.027111379097, 3205.019527015229, 5861.189742300203, 7026.383230660204, 71.90134064903451]"
1679,1679,720.0,55385.0,216,"[u'4', u'2', u'1', u'2']",130.0,129.0,0.9923076923076923,2007,26,3,None,4,"(24.48486, 118.10295)",思明区,14.0,89.0,41.0,23.0,63.0,28.0,"[4266.154709114496, 2155.494540730816, 3002.570464039797, 6479.7065141858075, 3255.5072078164803, 7749.78454746942, 5853.6556547750115, 2098.7323033241496, 5593.666171848568, 2295.180224055456, 2295.180224055456, 9910.460874253054, 7231.77060487072, 14394.711288032431, 24467.71882611473, 7212.8265577913435]","[2143.507327942782, 975.9174483146088, 8555.96607675095, 9330.291089661809, 2745.55653121598]"
1680,1680,359.0,41265.0,107,"[u'3', u'2', u'1', u'2']",87.0,64.0,0.735632183908046,1985,5,3,None,3,"(24.48099, 118.09096)",思明区,12.0,68.0,37.0,22.0,66.0,26.0,"[3301.4126994117787, 2704.0249943616423, 4251.815686427202, 5426.69127305184, 4543.179876550198, 9037.503179429114, 6992.458094301891, 3175.3289070489964, 4971.745433877561, 2596.4839130144055, 2596.4839130144055, 10291.389662355708, 5998.707495503665, 15661.385959358151, 25024.13184889409, 6044.581471870775]","[920.0129489403961, 1097.1866966151076, 9834.904923615164, 10579.785921204762, 4019.429752679978]"
1681,1681,228.0,47500.0,68,"[u'1', u'1', u'1', u'1']",48.0,47.0,0.9791666666666666,2006,31,3,5,5,"(24.49753, 118.12577)",思明区,43.0,150.0,40.0,18.0,13.0,35.0,"[6831.934227109885, 3500.387925140632, 392.6713743245752, 8642.721573946614, 721.1157699376993, 5172.213483077152, 4272.837851366712, 2242.6301406492075, 7785.610288024432, 3939.0447505378083, 3939.0447505378083, 9080.67282253893, 9717.420766933035, 11689.464444607644, 22979.875970065506, 9565.117005911594]","[4849.027111379097, 3205.019527015229, 5861.189742300203, 7026.383230660204, 71.90134064903451]"
1682,1682,238.0,48572.0,71,"[u'1', u'1', u'1', u'1']",49.0,48.0,0.9795918367346939,2007,25,1,None,4,"(24.48486, 118.10295)",思明区,14.0,89.0,41.0,23.0,63.0,28.0,"[4266.154709114496, 2155.494540730816, 3002.570464039797, 6479.7065141858075, 3255.5072078164803, 7749.78454746942, 5853.6556547750115, 2098.7323033241496, 5593.666171848568, 2295.180224055456, 2295.180224055456, 9910.460874253054, 7231.77060487072, 14394.711288032431, 24467.71882611473, 7212.8265577913435]","[2143.507327942782, 975.9174483146088, 8555.96607675095, 9330.291089661809, 2745.55653121598]"
1683,1683,478.0,46872.0,143,"[u'3', u'2', u'1', u'2']",101.0,100.0,0.9900990099009901,1989,7,1,None,4,"(24.48274, 118.11141)",思明区,15.0,102.0,44.0,25.0,73.0,33.0,"[4643.973423655586, 1648.9578512694252, 2549.257242059186, 7367.802939194602, 2607.496210201742, 7013.595705416679, 4967.063617748741, 1222.0741984978977, 5665.104353931681, 1959.5970489977249, 1959.5970489977249, 10263.735417500413, 8075.917225164236, 13789.8987724137, 24645.44947365857, 8084.604940356958]","[2830.097241831431, 1833.3501343684707, 7921.386263819724, 8497.980644460602, 2212.429280507255]"
1684,1684,426.0,50030.0,127,"[u'3', u'2', u'1', u'2']",85.0,84.0,0.9882352941176471,2001,6,3,None,3,"(24.47053, 118.1221)",思明区,18.0,72.0,49.0,19.0,78.0,20.0,"[4791.239172151889, 913.5806339983536, 3402.8513735784068, 8789.263373217304, 3016.092584305295, 6686.638765938819, 3823.704742632598, 779.7966487635559, 5120.782995925787, 1383.9712071562597, 1383.9712071562597, 11818.07932262657, 9217.708643582124, 13731.26442634123, 25969.271808857746, 9358.884656400707]","[3805.3334356019077, 3482.682607309183, 7889.214982238742, 7709.610582180639, 2991.71916745414]"
1685,1685,258.0,52654.0,77,"[u'2', u'1', u'0', u'1']",49.0,48.0,0.9795918367346939,2009,13,1,5,3,"(24.50831, 118.14399)",湖里区,42.0,186.0,33.0,12.0,68.0,33.0,"[8989.414546704025, 5430.332651714642, 1924.4442679905098, 10558.867899290117, 1783.0444805188622, 3273.6357368155063, 4066.367676869329, 4066.263345551418, 9783.236921077614, 5908.274492046627, 5908.274492046627, 8905.379927217686, 11790.759963362001, 9493.100222284806, 21886.015272291108, 11568.141530018796]","[7047.430588124976, 5339.73201445877, 3694.7514878877587, 5483.714548555098, 2162.293970556295]"
1686,1686,538.0,45536.0,161,"[u'3', u'2', u'1', u'2']",118.0,117.0,0.9915254237288136,2010,12,1,None,3,"(24.50791, 118.1429)",湖里区,41.0,192.0,33.0,13.0,69.0,34.0,"[8878.20321215128, 5331.472300337501, 1805.6193486263664, 10444.098809220126, 1679.024297339431, 3379.276790288237, 4070.188234351975, 3969.356823145615, 9683.514322905448, 5807.93120943237, 5807.93120943237, 8878.36517528126, 11672.526378681932, 9611.0125910597, 21919.78484470881, 11451.324090695123]","[6930.1998147062795, 5220.710591703144, 3813.738421117352, 5572.565761519655, 2046.3270948908216]"
1687,1687,660.0,46242.0,198,"[u'3', u'2', u'1', u'2']",142.0,141.0,0.9929577464788732,2012,12,1,None,5,"(24.49835, 118.11902)",思明区,35.0,130.0,41.0,17.0,10.0,35.0,"[6443.035209975994, 3409.661401877287, 838.5344598426458, 7959.271768266855, 1409.2049917521053, 5835.656396398709, 4887.304355623491, 2322.2378291908103, 7558.378351738873, 3798.608606927883, 3798.608606927883, 8767.801031792675, 9067.355495797885, 12241.398807615456, 22891.431422254573, 8895.4514568077]","[4332.57297238851, 2580.581271072719, 6453.156310678865, 7716.230140712361, 758.870312080405]"
1688,1688,470.0,52223.0,141,"[u'2', u'2', u'1', u'1']",90.0,89.0,0.9888888888888889,2004,6,2,None,3,"(24.4906, 118.12091)",思明区,34.0,132.0,42.0,19.0,12.0,34.0,"[5941.309660101892, 2614.8135471353753, 1292.0837634427498, 8184.652500613995, 1333.5620311850905, 5823.601611005762, 4306.511202485696, 1447.970891108369, 6875.4509898158285, 3039.742446706192, 3039.742446706192, 9644.516618524853, 9106.795156685035, 12509.170479981729, 23747.097920255495, 9024.077299480907]","[4049.8784536707194, 2605.606618053606, 6650.449119867258, 7483.815143711674, 923.7667075206847]"
1689,1689,255.0,35615.0,76,"[u'2', u'2', u'1', u'1']",71.0,70.0,0.9859154929577465,1996,8,2,None,3,"(24.49638, 118.11853)",思明区,34.0,128.0,41.0,20.0,10.0,35.0,"[6243.62529290214, 3186.3014060489018, 978.3345096070204, 7909.6581301153155, 1434.8983945687185, 5916.9981778858855, 4815.6566929357205, 2113.997008150355, 7339.225514499669, 3574.8935291613416, 3574.8935291613416, 8961.871812273142, 8972.90485088101, 12389.883531095575, 23110.56086416635, 8822.207443606443]","[4164.254537326515, 2463.948460806914, 6582.767201888999, 7746.324118502966, 804.4886167181519]"
1690,1690,300.0,41380.0,90,"[u'2', u'1', u'1', u'1']",72.0,71.0,0.9861111111111112,1995,8,2,6,4,"(24.49638, 118.11853)",思明区,34.0,128.0,41.0,20.0,10.0,35.0,"[6243.62529290214, 3186.3014060489018, 978.3345096070204, 7909.6581301153155, 1434.8983945687185, 5916.9981778858855, 4815.6566929357205, 2113.997008150355, 7339.225514499669, 3574.8935291613416, 3574.8935291613416, 8961.871812273142, 8972.90485088101, 12389.883531095575, 23110.56086416635, 8822.207443606443]","[4164.254537326515, 2463.948460806914, 6582.767201888999, 7746.324118502966, 804.4886167181519]"
1691,1691,300.0,33708.0,90,"[u'3', u'1', u'1', u'1']",89.0,88.0,0.9887640449438202,1995,8,2,6,4,"(24.49638, 118.11853)",思明区,34.0,128.0,41.0,20.0,10.0,35.0,"[6243.62529290214, 3186.3014060489018, 978.3345096070204, 7909.6581301153155, 1434.8983945687185, 5916.9981778858855, 4815.6566929357205, 2113.997008150355, 7339.225514499669, 3574.8935291613416, 3574.8935291613416, 8961.871812273142, 8972.90485088101, 12389.883531095575, 23110.56086416635, 8822.207443606443]","[4164.254537326515, 2463.948460806914, 6582.767201888999, 7746.324118502966, 804.4886167181519]"
1692,1692,660.0,46479.0,198,"[u'3', u'2', u'1', u'2']",142.0,141.0,0.9929577464788732,2012,12,1,None,3,"(24.49835, 118.11902)",思明区,35.0,130.0,41.0,17.0,10.0,35.0,"[6443.035209975994, 3409.661401877287, 838.5344598426458, 7959.271768266855, 1409.2049917521053, 5835.656396398709, 4887.304355623491, 2322.2378291908103, 7558.378351738873, 3798.608606927883, 3798.608606927883, 8767.801031792675, 9067.355495797885, 12241.398807615456, 22891.431422254573, 8895.4514568077]","[4332.57297238851, 2580.581271072719, 6453.156310678865, 7716.230140712361, 758.870312080405]"
1693,1693,205.0,30326.0,61,"[u'2', u'1', u'1', u'1']",67.0,66.0,0.9850746268656716,1996,8,2,None,3,"(24.49638, 118.11853)",思明区,34.0,128.0,41.0,20.0,10.0,35.0,"[6243.62529290214, 3186.3014060489018, 978.3345096070204, 7909.6581301153155, 1434.8983945687185, 5916.9981778858855, 4815.6566929357205, 2113.997008150355, 7339.225514499669, 3574.8935291613416, 3574.8935291613416, 8961.871812273142, 8972.90485088101, 12389.883531095575, 23110.56086416635, 8822.207443606443]","[4164.254537326515, 2463.948460806914, 6582.767201888999, 7746.324118502966, 804.4886167181519]"
1694,1694,215.0,30715.0,64,"[u'2', u'1', u'1', u'1']",70.0,69.0,0.9857142857142858,1996,8,3,None,3,"(24.49523, 118.11526)",思明区,29.0,129.0,41.0,23.0,71.0,35.0,"[5934.624076311473, 3023.441460301781, 1329.336588153997, 7581.181204950279, 1767.6157632249228, 6265.325365151052, 5045.464890820705, 2074.0049815067196, 7089.429888406524, 3381.8462668186844, 3381.8462668186844, 8995.701276859485, 8622.925451056468, 12741.505342920118, 23246.98538485734, 8480.447597009286]","[3820.571948655061, 2110.225088142533, 6937.560871154511, 8068.78148151162, 1152.075660809423]"
1695,1695,246.0,36177.0,73,"[u'2', u'1', u'1', u'1']",68.0,67.0,0.9852941176470589,1996,8,3,None,3,"(24.49523, 118.11526)",思明区,29.0,129.0,41.0,23.0,71.0,35.0,"[5934.624076311473, 3023.441460301781, 1329.336588153997, 7581.181204950279, 1767.6157632249228, 6265.325365151052, 5045.464890820705, 2074.0049815067196, 7089.429888406524, 3381.8462668186844, 3381.8462668186844, 8995.701276859485, 8622.925451056468, 12741.505342920118, 23246.98538485734, 8480.447597009286]","[3820.571948655061, 2110.225088142533, 6937.560871154511, 8068.78148151162, 1152.075660809423]"
1696,1696,388.0,38800.0,116,"[u'3', u'2', u'1', u'2']",100.0,99.0,0.99,1996,8,2,None,3,"(24.49638, 118.11853)",思明区,34.0,128.0,41.0,20.0,10.0,35.0,"[6243.62529290214, 3186.3014060489018, 978.3345096070204, 7909.6581301153155, 1434.8983945687185, 5916.9981778858855, 4815.6566929357205, 2113.997008150355, 7339.225514499669, 3574.8935291613416, 3574.8935291613416, 8961.871812273142, 8972.90485088101, 12389.883531095575, 23110.56086416635, 8822.207443606443]","[4164.254537326515, 2463.948460806914, 6582.767201888999, 7746.324118502966, 804.4886167181519]"
1697,1697,265.0,39553.0,79,"[u'2', u'1', u'1', u'1']",67.0,66.0,0.9850746268656716,1995,8,2,None,4,"(24.49638, 118.11853)",思明区,34.0,128.0,41.0,20.0,10.0,35.0,"[6243.62529290214, 3186.3014060489018, 978.3345096070204, 7909.6581301153155, 1434.8983945687185, 5916.9981778858855, 4815.6566929357205, 2113.997008150355, 7339.225514499669, 3574.8935291613416, 3574.8935291613416, 8961.871812273142, 8972.90485088101, 12389.883531095575, 23110.56086416635, 8822.207443606443]","[4164.254537326515, 2463.948460806914, 6582.767201888999, 7746.324118502966, 804.4886167181519]"
1698,1698,320.0,33519.0,96,"[u'3', u'2', u'1', u'2']",95.0,95.0,1.0,1995,8,3,None,4,"(24.49638, 118.11853)",思明区,34.0,128.0,41.0,20.0,10.0,35.0,"[6243.62529290214, 3186.3014060489018, 978.3345096070204, 7909.6581301153155, 1434.8983945687185, 5916.9981778858855, 4815.6566929357205, 2113.997008150355, 7339.225514499669, 3574.8935291613416, 3574.8935291613416, 8961.871812273142, 8972.90485088101, 12389.883531095575, 23110.56086416635, 8822.207443606443]","[4164.254537326515, 2463.948460806914, 6582.767201888999, 7746.324118502966, 804.4886167181519]"
1699,1699,185.0,29839.0,55,"[u'2', u'1', u'1', u'1']",62.0,61.0,0.9838709677419355,1998,8,1,None,3,"(24.49766, 118.11627)",思明区,31.0,126.0,41.0,21.0,10.0,34.0,"[6209.424263481111, 3299.2232370403326, 1126.812935279098, 7679.878678821473, 1673.65175013096, 6122.086246184435, 5084.9613748778675, 2301.3685171551056, 7377.255804391063, 3664.5748349356218, 3664.5748349356218, 8762.118410667837, 8778.632176102312, 12523.154539608939, 22974.643897188056, 8609.613002984339]","[4065.252512511345, 2293.007198058106, 6740.434125973167, 7986.285187824065, 1028.7615429598243]"
1700,1700,225.0,30822.0,67,"[u'2', u'1', u'1', u'1']",73.0,72.0,0.9863013698630136,1996,8,2,None,3,"(24.49638, 118.11853)",思明区,34.0,128.0,41.0,20.0,10.0,35.0,"[6243.62529290214, 3186.3014060489018, 978.3345096070204, 7909.6581301153155, 1434.8983945687185, 5916.9981778858855, 4815.6566929357205, 2113.997008150355, 7339.225514499669, 3574.8935291613416, 3574.8935291613416, 8961.871812273142, 8972.90485088101, 12389.883531095575, 23110.56086416635, 8822.207443606443]","[4164.254537326515, 2463.948460806914, 6582.767201888999, 7746.324118502966, 804.4886167181519]"
1701,1701,600.0,39474.0,180,"[u'3', u'2', u'1', u'2']",152.0,150.0,0.9868421052631579,2012,12,1,None,3,"(24.49835, 118.11902)",思明区,35.0,130.0,41.0,17.0,10.0,35.0,"[6443.035209975994, 3409.661401877287, 838.5344598426458, 7959.271768266855, 1409.2049917521053, 5835.656396398709, 4887.304355623491, 2322.2378291908103, 7558.378351738873, 3798.608606927883, 3798.608606927883, 8767.801031792675, 9067.355495797885, 12241.398807615456, 22891.431422254573, 8895.4514568077]","[4332.57297238851, 2580.581271072719, 6453.156310678865, 7716.230140712361, 758.870312080405]"
1702,1702,830.0,59713.0,249,"[u'3', u'2', u'1', u'2']",139.0,138.0,0.9928057553956835,2012,32,2,None,3,"(24.49701, 118.11941)",思明区,37.0,133.0,40.0,18.0,10.0,35.0,"[6354.568349115821, 3270.2904284490014, 866.0073305869988, 7998.181731997114, 1349.8458626255415, 5817.756826918323, 4774.899209063265, 2169.9667107686455, 7440.057629596246, 3665.2382966547707, 3665.2382966547707, 8921.257582928014, 9074.35860356117, 12278.01249160983, 23039.14358735879, 8917.989426015658]","[4277.34270706455, 2569.5510625687566, 6473.274433851297, 7662.956299091846, 709.9977755868157]"
1703,1703,950.0,49068.0,285,"[u'5', u'2', u'1', u'2']",193.0,192.0,0.9948186528497409,2000,26,3,None,3,"(24.48852, 118.0956)",思明区,13.0,68.0,40.0,16.0,64.0,18.0,"[4252.868590399072, 2912.0135755457122, 3448.18542556112, 5670.147288955827, 3848.228195914112, 8366.574113721657, 6668.486298468981, 2943.689489559694, 5845.455934554867, 2965.7819278723473, 2965.7819278723473, 9458.290125158146, 6533.41518934157, 14848.511686050899, 24138.541567622226, 6455.877802733886]","[1865.8286472269729, 179.41837148520142, 9062.471111963805, 10053.347101722411, 3269.199283601708]"
1704,1704,800.0,56510.0,240,"[u'3', u'2', u'1', u'2']",141.0,140.0,0.9929078014184397,2008,31,2,None,3,"(24.48782, 118.1121)",思明区,23.0,114.0,44.0,25.0,73.0,33.0,"[5100.218392601198, 2202.356124164554, 2081.3819903534863, 7333.95640799994, 2273.410143023847, 6767.17100603935, 5033.7808964158485, 1519.327898866146, 6208.656130764114, 2526.2581685386576, 2526.2581685386576, 9724.390202589624, 8184.357879038924, 13430.518948002094, 24080.076994651008, 8128.846047622354]","[3113.1834570153405, 1730.558849806112, 7581.869724739647, 8384.77644295274, 1787.4236439712092]"
1705,1705,200.0,32787.0,60,"[u'2', u'2', u'0', u'1']",61.0,60.0,0.9836065573770492,1998,8,1,None,3,"(24.49766, 118.11627)",思明区,31.0,126.0,41.0,21.0,10.0,34.0,"[6209.424263481111, 3299.2232370403326, 1126.812935279098, 7679.878678821473, 1673.65175013096, 6122.086246184435, 5084.9613748778675, 2301.3685171551056, 7377.255804391063, 3664.5748349356218, 3664.5748349356218, 8762.118410667837, 8778.632176102312, 12523.154539608939, 22974.643897188056, 8609.613002984339]","[4065.252512511345, 2293.007198058106, 6740.434125973167, 7986.285187824065, 1028.7615429598243]"
1706,1706,210.0,34427.0,63,"[u'2', u'2', u'1', u'1']",61.0,60.0,0.9836065573770492,1998,8,1,None,3,"(24.49766, 118.11627)",思明区,31.0,126.0,41.0,21.0,10.0,34.0,"[6209.424263481111, 3299.2232370403326, 1126.812935279098, 7679.878678821473, 1673.65175013096, 6122.086246184435, 5084.9613748778675, 2301.3685171551056, 7377.255804391063, 3664.5748349356218, 3664.5748349356218, 8762.118410667837, 8778.632176102312, 12523.154539608939, 22974.643897188056, 8609.613002984339]","[4065.252512511345, 2293.007198058106, 6740.434125973167, 7986.285187824065, 1028.7615429598243]"
1707,1707,320.0,36782.0,96,"[u'3', u'2', u'1', u'2']",87.0,86.0,0.9885057471264368,2000,7,3,None,3,"(24.4737, 118.11646)",思明区,25.0,81.0,46.0,21.0,73.0,27.0,"[4439.692334977709, 699.7496430754909, 3194.8191553747406, 8133.564685794898, 2965.395213691423, 6980.26187914595, 4371.155732593026, 711.3567827265703, 5042.50198880517, 1166.6928317575241, 1166.6928317575241, 11345.568927507207, 8613.51260041062, 13953.962188511063, 25626.958283456843, 8728.009808185365]","[3205.951875281136, 2817.7962152099526, 8083.4414437174155, 8167.168134601816, 2796.7201579411103]"
1708,1708,270.0,38849.0,81,"[u'2', u'1', u'1', u'1']",69.0,68.0,0.9855072463768116,1996,7,3,None,3,"(24.49638, 118.11853)",思明区,34.0,128.0,41.0,20.0,10.0,35.0,"[6243.62529290214, 3186.3014060489018, 978.3345096070204, 7909.6581301153155, 1434.8983945687185, 5916.9981778858855, 4815.6566929357205, 2113.997008150355, 7339.225514499669, 3574.8935291613416, 3574.8935291613416, 8961.871812273142, 8972.90485088101, 12389.883531095575, 23110.56086416635, 8822.207443606443]","[4164.254537326515, 2463.948460806914, 6582.767201888999, 7746.324118502966, 804.4886167181519]"
1709,1709,288.0,40564.0,86,"[u'2', u'2', u'1', u'1']",71.0,70.0,0.9859154929577465,1996,8,3,None,3,"(24.49638, 118.11853)",思明区,34.0,128.0,41.0,20.0,10.0,35.0,"[6243.62529290214, 3186.3014060489018, 978.3345096070204, 7909.6581301153155, 1434.8983945687185, 5916.9981778858855, 4815.6566929357205, 2113.997008150355, 7339.225514499669, 3574.8935291613416, 3574.8935291613416, 8961.871812273142, 8972.90485088101, 12389.883531095575, 23110.56086416635, 8822.207443606443]","[4164.254537326515, 2463.948460806914, 6582.767201888999, 7746.324118502966, 804.4886167181519]"
1710,1710,285.0,50000.0,85,"[u'2', u'1', u'1', u'1']",57.0,56.0,0.9824561403508771,2008,12,3,None,4,"(24.51221, 118.15477)",湖里区,43.0,174.0,28.0,28.0,60.0,27.0,"[10094.87954661392, 6440.1602499384335, 3097.91637171039, 11697.601649252152, 2871.284058021386, 2298.2955882044944, 4207.401500623683, 5070.903451768236, 10785.747398942569, 6927.906448480687, 6927.906448480687, 9255.616589908448, 12959.140390549324, 8331.847981518622, 21590.63814960587, 12724.356410269347]","[8206.474948741225, 6514.498145661869, 2520.286648340493, 4674.71458204372, 3317.7545797843077]"
1711,1711,440.0,51045.0,132,"[u'3', u'1', u'1', u'1']",86.0,85.0,0.9883720930232558,2009,13,1,5,3,"(24.50831, 118.14399)",湖里区,42.0,186.0,33.0,12.0,68.0,33.0,"[8989.414546704025, 5430.332651714642, 1924.4442679905098, 10558.867899290117, 1783.0444805188622, 3273.6357368155063, 4066.367676869329, 4066.263345551418, 9783.236921077614, 5908.274492046627, 5908.274492046627, 8905.379927217686, 11790.759963362001, 9493.100222284806, 21886.015272291108, 11568.141530018796]","[7047.430588124976, 5339.73201445877, 3694.7514878877587, 5483.714548555098, 2162.293970556295]"
1712,1712,560.0,46281.0,168,"[u'4', u'2', u'1', u'2']",121.0,120.0,0.9917355371900827,2007,15,3,None,4,"(24.50796, 118.15145)",湖里区,51.0,181.0,30.0,10.0,65.0,34.0,"[9535.104634380992, 5863.869559060574, 2617.1561760142854, 11306.210501801886, 2319.47607890998, 2518.042781246863, 3798.660474919941, 4495.037468218138, 10208.013185448388, 6352.279684683675, 6352.279684683675, 9393.193206619248, 12512.107193157533, 8865.25433309469, 22010.065097200128, 12304.677070779053]","[7682.206827553685, 6033.759805611637, 3014.646239647692, 4766.3940808529715, 2801.4447595744555]"
1713,1713,410.0,43158.0,123,"[u'3', u'3', u'1', u'1']",95.0,94.0,0.9894736842105263,2000,15,3,None,3,"(24.51034, 118.15195)",湖里区,49.0,179.0,29.0,29.0,61.0,31.0,"[9742.929760689176, 6097.639412072531, 2753.9321847726565, 11386.782555512438, 2518.8115301939274, 2514.1515109109773, 4046.442098863796, 4728.000707241439, 10445.8734621414, 6584.34369528695, 6584.34369528695, 9222.386845581766, 12628.224602825308, 8683.49436050053, 21755.428621443585, 12402.974741283419]","[7855.308162984019, 6172.396272987692, 2861.129531379387, 4829.825707338179, 2966.937330011667]"
1714,1714,225.0,30822.0,67,"[u'2', u'1', u'1', u'1']",73.0,72.0,0.9863013698630136,1996,8,2,None,3,"(24.49638, 118.11853)",思明区,34.0,128.0,41.0,20.0,10.0,35.0,"[6243.62529290214, 3186.3014060489018, 978.3345096070204, 7909.6581301153155, 1434.8983945687185, 5916.9981778858855, 4815.6566929357205, 2113.997008150355, 7339.225514499669, 3574.8935291613416, 3574.8935291613416, 8961.871812273142, 8972.90485088101, 12389.883531095575, 23110.56086416635, 8822.207443606443]","[4164.254537326515, 2463.948460806914, 6582.767201888999, 7746.324118502966, 804.4886167181519]"
1715,1715,600.0,39474.0,180,"[u'3', u'2', u'1', u'2']",152.0,150.0,0.9868421052631579,2012,12,1,None,3,"(24.49835, 118.11902)",思明区,35.0,130.0,41.0,17.0,10.0,35.0,"[6443.035209975994, 3409.661401877287, 838.5344598426458, 7959.271768266855, 1409.2049917521053, 5835.656396398709, 4887.304355623491, 2322.2378291908103, 7558.378351738873, 3798.608606927883, 3798.608606927883, 8767.801031792675, 9067.355495797885, 12241.398807615456, 22891.431422254573, 8895.4514568077]","[4332.57297238851, 2580.581271072719, 6453.156310678865, 7716.230140712361, 758.870312080405]"
1716,1716,830.0,59713.0,249,"[u'3', u'2', u'1', u'2']",139.0,138.0,0.9928057553956835,2012,32,2,None,3,"(24.49701, 118.11941)",思明区,37.0,133.0,40.0,18.0,10.0,35.0,"[6354.568349115821, 3270.2904284490014, 866.0073305869988, 7998.181731997114, 1349.8458626255415, 5817.756826918323, 4774.899209063265, 2169.9667107686455, 7440.057629596246, 3665.2382966547707, 3665.2382966547707, 8921.257582928014, 9074.35860356117, 12278.01249160983, 23039.14358735879, 8917.989426015658]","[4277.34270706455, 2569.5510625687566, 6473.274433851297, 7662.956299091846, 709.9977755868157]"
1717,1717,950.0,49068.0,285,"[u'5', u'2', u'1', u'2']",193.0,192.0,0.9948186528497409,2000,26,3,None,3,"(24.48852, 118.0956)",思明区,13.0,68.0,40.0,16.0,64.0,18.0,"[4252.868590399072, 2912.0135755457122, 3448.18542556112, 5670.147288955827, 3848.228195914112, 8366.574113721657, 6668.486298468981, 2943.689489559694, 5845.455934554867, 2965.7819278723473, 2965.7819278723473, 9458.290125158146, 6533.41518934157, 14848.511686050899, 24138.541567622226, 6455.877802733886]","[1865.8286472269729, 179.41837148520142, 9062.471111963805, 10053.347101722411, 3269.199283601708]"
